# offlineChannelIndex,barIndex,SiPM,sectorName,moduleNumber,side,ROC,ROCport,FEBchannel
2032,508,0,CRV_T2,1,-,1,22,56
2033,508,1,CRV_T2,1,+,1,24,56
2034,508,2,CRV_T2,1,-,1,22,57
2035,508,3,CRV_T2,1,+,1,24,57
2036,509,0,CRV_T2,1,-,1,22,58
2037,509,1,CRV_T2,1,+,1,24,58
2038,509,2,CRV_T2,1,-,1,22,59
2039,509,3,CRV_T2,1,+,1,24,59
2040,510,0,CRV_T2,1,-,1,22,60
2041,510,1,CRV_T2,1,+,1,24,60
2042,510,2,CRV_T2,1,-,1,22,61
2043,510,3,CRV_T2,1,+,1,24,61
2044,511,0,CRV_T2,1,-,1,22,62
2045,511,1,CRV_T2,1,+,1,24,62
2046,511,2,CRV_T2,1,-,1,22,63
2047,511,3,CRV_T2,1,+,1,24,63
2048,512,0,CRV_M1,0,-,2,6,0
2050,512,2,CRV_M1,0,-,2,6,1
2052,513,0,CRV_M1,0,-,2,6,2
2054,513,2,CRV_M1,0,-,2,6,3
2056,514,0,CRV_M1,0,-,2,6,4
2058,514,2,CRV_M1,0,-,2,6,5
2060,515,0,CRV_M1,0,-,2,6,6
2062,515,2,CRV_M1,0,-,2,6,7
2064,516,0,CRV_M1,0,-,2,6,8
2066,516,2,CRV_M1,0,-,2,6,9
2068,517,0,CRV_M1,0,-,2,6,10
2070,517,2,CRV_M1,0,-,2,6,11
2072,518,0,CRV_M1,0,-,2,6,12
2074,518,2,CRV_M1,0,-,2,6,13
2076,519,0,CRV_M1,0,-,2,6,14
2078,519,2,CRV_M1,0,-,2,6,15
2080,520,0,CRV_M2,0,-,2,6,16
2082,520,2,CRV_M2,0,-,2,6,17
2084,521,0,CRV_M2,0,-,2,6,18
2086,521,2,CRV_M2,0,-,2,6,19
2088,522,0,CRV_M2,0,-,2,6,20
2090,522,2,CRV_M2,0,-,2,6,21
2092,523,0,CRV_M2,0,-,2,6,22
2094,523,2,CRV_M2,0,-,2,6,23
2096,524,0,CRV_M2,0,-,2,6,24
2098,524,2,CRV_M2,0,-,2,6,25
2100,525,0,CRV_M2,0,-,2,6,26
2102,525,2,CRV_M2,0,-,2,6,27
2104,526,0,CRV_M2,0,-,2,6,28
2106,526,2,CRV_M2,0,-,2,6,29
2108,527,0,CRV_M2,0,-,2,6,30
2110,527,2,CRV_M2,0,-,2,6,31
2112,528,0,CRV_M3,0,-,2,6,32
2114,528,2,CRV_M3,0,-,2,6,33
2116,529,0,CRV_M3,0,-,2,6,34
2118,529,2,CRV_M3,0,-,2,6,35
2120,530,0,CRV_M3,0,-,2,6,36
2122,530,2,CRV_M3,0,-,2,6,37
2124,531,0,CRV_M3,0,-,2,6,38
2126,531,2,CRV_M3,0,-,2,6,39
2128,532,0,CRV_M3,0,-,2,6,40
2130,532,2,CRV_M3,0,-,2,6,41
2132,533,0,CRV_M3,0,-,2,6,42
2134,533,2,CRV_M3,0,-,2,6,43
2136,534,0,CRV_M3,0,-,2,6,44
2138,534,2,CRV_M3,0,-,2,6,45
2140,535,0,CRV_M3,0,-,2,6,46
2142,535,2,CRV_M3,0,-,2,6,47
2144,536,0,CRV_M4,0,-,2,6,48
2146,536,2,CRV_M4,0,-,2,6,49
2148,537,0,CRV_M4,0,-,2,6,50
2150,537,2,CRV_M4,0,-,2,6,51
2152,538,0,CRV_M4,0,-,2,6,52
2154,538,2,CRV_M4,0,-,2,6,53
2156,539,0,CRV_M4,0,-,2,6,54
2158,539,2,CRV_M4,0,-,2,6,55
2160,540,0,CRV_M4,0,-,2,6,56
2162,540,2,CRV_M4,0,-,2,6,57
2164,541,0,CRV_M4,0,-,2,6,58
2166,541,2,CRV_M4,0,-,2,6,59
2168,542,0,CRV_M4,0,-,2,6,60
2170,542,2,CRV_M4,0,-,2,6,61
2172,543,0,CRV_M4,0,-,2,6,62
2174,543,2,CRV_M4,0,-,2,6,63
2176,544,0,CRV_M5,0,-,2,7,0
2178,544,2,CRV_M5,0,-,2,7,1
2180,545,0,CRV_M5,0,-,2,7,2
2182,545,2,CRV_M5,0,-,2,7,3
2184,546,0,CRV_M5,0,-,2,7,4
2186,546,2,CRV_M5,0,-,2,7,5
2188,547,0,CRV_M5,0,-,2,7,6
2190,547,2,CRV_M5,0,-,2,7,7
2192,548,0,CRV_M5,0,-,2,7,8
2194,548,2,CRV_M5,0,-,2,7,9
2196,549,0,CRV_M5,0,-,2,7,10
2198,549,2,CRV_M5,0,-,2,7,11
2200,550,0,CRV_M5,0,-,2,7,12
2202,550,2,CRV_M5,0,-,2,7,13
2204,551,0,CRV_M5,0,-,2,7,14
2206,551,2,CRV_M5,0,-,2,7,15
2208,552,0,CRV_M6,0,-,2,7,16
2210,552,2,CRV_M6,0,-,2,7,17
2212,553,0,CRV_M6,0,-,2,7,18
2214,553,2,CRV_M6,0,-,2,7,19
2216,554,0,CRV_M6,0,-,2,7,20
2218,554,2,CRV_M6,0,-,2,7,21
2220,555,0,CRV_M6,0,-,2,7,22
2222,555,2,CRV_M6,0,-,2,7,23
2224,556,0,CRV_M6,0,-,2,7,24
2226,556,2,CRV_M6,0,-,2,7,25
2228,557,0,CRV_M6,0,-,2,7,26
2230,557,2,CRV_M6,0,-,2,7,27
2232,558,0,CRV_M6,0,-,2,7,28
2234,558,2,CRV_M6,0,-,2,7,29
2236,559,0,CRV_M6,0,-,2,7,30
2238,559,2,CRV_M6,0,-,2,7,31
2240,560,0,CRV_M7,0,-,2,7,32
2242,560,2,CRV_M7,0,-,2,7,33
2244,561,0,CRV_M7,0,-,2,7,34
2246,561,2,CRV_M7,0,-,2,7,35
2248,562,0,CRV_M7,0,-,2,7,36
2250,562,2,CRV_M7,0,-,2,7,37
2252,563,0,CRV_M7,0,-,2,7,38
2254,563,2,CRV_M7,0,-,2,7,39
2256,564,0,CRV_M7,0,-,2,7,40
2258,564,2,CRV_M7,0,-,2,7,41
2260,565,0,CRV_M7,0,-,2,7,42
2262,565,2,CRV_M7,0,-,2,7,43
2264,566,0,CRV_M7,0,-,2,7,44
2266,566,2,CRV_M7,0,-,2,7,45
2268,567,0,CRV_M7,0,-,2,7,46
2270,567,2,CRV_M7,0,-,2,7,47
2272,568,0,CRV_M8,0,-,2,7,48
2274,568,2,CRV_M8,0,-,2,7,49
2276,569,0,CRV_M8,0,-,2,7,50
2278,569,2,CRV_M8,0,-,2,7,51
2280,570,0,CRV_M8,0,-,2,7,52
2282,570,2,CRV_M8,0,-,2,7,53
2284,571,0,CRV_M8,0,-,2,7,54
2286,571,2,CRV_M8,0,-,2,7,55
2288,572,0,CRV_M8,0,-,2,7,56
2290,572,2,CRV_M8,0,-,2,7,57
2292,573,0,CRV_M8,0,-,2,7,58
2294,573,2,CRV_M8,0,-,2,7,59
2296,574,0,CRV_M8,0,-,2,7,60
2298,574,2,CRV_M8,0,-,2,7,61
2300,575,0,CRV_M8,0,-,2,7,62
2302,575,2,CRV_M8,0,-,2,7,63
