TABLE TrkAlignStraw
44, 00_0_44, 0.187000, 0.384000, 0.283000, 0.536000, 0.199000, 0.170000, 0.171000, 0.459000
45, 00_0_45, 0.179000, 0.429000, 0.259000, 0.609000, 0.228000, 0.173000, 0.403000, 0.465000
46, 00_0_46, 0.172000, 0.395000, 0.335000, 0.538000, 0.161000, 0.205000, 0.484000, 0.331000
47, 00_0_47, 0.184000, 0.448000, 0.313000, 0.646000, 0.257000, 0.202000, 0.437000, 0.482000
48, 00_0_48, 0.139000, 0.382000, 0.316000, 0.550000, 0.146000, 0.253000, 0.250000, 0.429000
49, 00_0_49, 0.130000, 0.446000, 0.306000, 0.570000, 0.274000, 0.191000, 0.401000, 0.455000
50, 00_0_50, 0.183000, 0.400000, 0.291000, 0.585000, 0.178000, 0.213000, 0.279000, 0.474000
51, 00_0_51, 0.180000, 0.411000, 0.275000, 0.626000, 0.229000, 0.187000, 0.381000, 0.479000
52, 00_0_52, 0.175000, 0.396000, 0.338000, 0.545000, 0.184000, 0.246000, 0.461000, 0.459000
53, 00_0_53, 0.168000, 0.421000, 0.323000, 0.620000, 0.303000, 0.245000, 0.464000, 0.430000
54, 00_0_54, 0.175000, 0.399000, 0.390000, 0.545000, 0.117000, 0.168000, 0.436000, 0.462000
55, 00_0_55, 0.174000, 0.397000, 0.360000, 0.613000, 0.336000, 0.191000, 0.507000, 0.435000
56, 00_0_56, 0.114000, 0.356000, 0.192000, 0.686000, 0.117000, 0.194000, 0.417000, 0.463000
57, 00_0_57, 0.205000, 0.397000, 0.321000, 0.586000, 0.341000, 0.220000, 0.521000, 0.454000
58, 00_0_58, 0.234000, 0.371000, 0.374000, 0.474000, 0.296000, 0.266000, 0.446000, 0.429000
59, 00_0_59, 0.204000, 0.362000, 0.366000, 0.517000, 0.450000, 0.181000, 0.512000, 0.404000
60, 00_0_60, 0.213000, 0.385000, 0.363000, 0.487000, 0.191000, 0.119000, 0.515000, 0.304000
61, 00_0_61, 0.171000, 0.599000, 0.345000, 0.551000, 0.370000, 0.158000, 0.479000, 0.402000
62, 00_0_62, 0.280000, 0.365000, 0.421000, 0.515000, 0.459000, 0.243000, 0.643000, 0.331000
63, 00_0_63, 0.280000, 0.324000, 0.396000, 0.522000, 0.355000, -0.202000, 0.584000, 0.408000
64, 00_0_64, 0.200000, 0.262000, 0.394000, 0.473000, 0.288000, 0.209000, 0.635000, 0.464000
65, 00_0_65, 0.211000, 0.415000, 0.487000, 0.594000, 0.456000, 0.220000, 0.603000, 0.375000
66, 00_0_66, 0.229000, 0.310000, 0.417000, 0.491000, 0.303000, 0.214000, 0.499000, 0.419000
67, 00_0_67, 0.219000, 0.366000, 0.388000, 0.456000, 0.420000, 0.109000, 0.542000, 0.422000
68, 00_0_68, 0.230000, 0.308000, 0.423000, 0.490000, 0.384000, 0.227000, 0.605000, 0.324000
69, 00_0_69, 0.226000, 0.345000, 0.398000, 0.495000, 0.406000, 0.220000, 0.632000, 0.428000
70, 00_0_70, 0.248000, 0.344000, 0.385000, 0.489000, 0.273000, 0.148000, 0.347000, 0.312000
71, 00_0_71, 0.524000, 0.296000, 0.392000, 0.453000, 0.457000, 0.334000, 0.594000, 0.369000
72, 00_0_72, 0.266000, 0.401000, 0.454000, 0.500000, 0.460000, 0.152000, 0.649000, 0.302000
73, 00_0_73, 0.270000, 0.312000, 0.426000, 0.467000, 0.516000, 0.230000, 0.587000, 0.440000
74, 00_0_74, 0.255000, 0.381000, 0.411000, 0.505000, 0.568000, 0.177000, 0.560000, 0.246000
75, 00_0_75, 0.240000, 0.444000, 0.396000, 0.487000, 0.535000, 0.229000, 0.639000, 0.363000
76, 00_0_76, 0.276000, 0.347000, 0.434000, 0.516000, 0.387000, 0.050000, 0.537000, 0.205000
77, 00_0_77, 0.267000, 0.256000, 0.425000, 0.392000, 0.594000, 0.315000, 0.689000, 0.381000
78, 00_0_78, 0.298000, 0.325000, 0.436000, 0.460000, 0.312000, 0.175000, 0.494000, 0.227000
79, 00_0_79, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
80, 00_0_80, 0.293000, 0.368000, 0.472000, 0.474000, 0.355000, 0.139000, 0.416000, 0.325000
81, 00_0_81, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
82, 00_0_82, 0.305000, 0.337000, 0.425000, 0.372000, 0.304000, 0.258000, 0.483000, 0.342000
83, 00_0_83, 0.304000, 0.291000, 0.421000, 0.346000, 0.694000, 0.222000, 0.599000, 0.346000
84, 00_0_84, 0.309000, 0.305000, 0.436000, 0.380000, 0.295000, 0.403000, 0.503000, 0.299000
85, 00_0_85, 0.328000, 0.339000, 0.423000, 0.426000, 0.697000, 0.192000, 0.685000, 0.244000
86, 00_0_86, 0.333000, 0.302000, 0.434000, 0.404000, 0.738000, 0.267000, 0.590000, 0.246000
87, 00_0_87, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
88, 00_0_88, 0.373000, 0.244000, 0.474000, 0.289000, 0.465000, 0.214000, 0.614000, 0.242000
89, 00_0_89, 0.365000, 0.220000, 0.454000, 0.350000, 0.766000, 0.136000, 0.792000, 0.306000
90, 00_0_90, 0.382000, 0.300000, 0.500000, 0.357000, 0.876000, 0.274000, 0.700000, 0.201000
91, 00_0_91, 0.372000, 0.263000, 0.485000, 0.290000, 0.454000, 0.184000, 0.613000, 0.172000
92, 00_0_92, 0.349000, 0.299000, 0.517000, 0.331000, 0.359000, 0.268000, 0.454000, 0.283000
93, 00_0_93, 0.335000, 0.234000, 0.504000, 0.271000, 0.267000, 0.351000, 0.522000, 0.152000
94, 00_0_94, 0.373000, 0.234000, 0.500000, 0.288000, 0.395000, 0.244000, 0.520000, 0.166000
95, 00_0_95, 0.363000, 0.234000, 0.447000, 0.322000, 0.349000, 0.171000, 0.550000, 0.116000
96, 00_1_00, -0.371000, 0.072000, 0.010000, -0.138000, -0.413000, -0.006000, -0.205000, -0.120000
97, 00_1_01, -0.385000, 0.348000, -0.007000, 0.046000, -0.324000, -0.318000, -0.084000, -0.101000
98, 00_1_02, -0.361000, 0.095000, -0.157000, -0.335000, -0.348000, 0.050000, -0.167000, -0.183000
99, 00_1_03, -0.359000, 0.262000, -0.021000, 0.052000, -0.308000, -0.102000, -0.018000, -0.277000
100, 00_1_04, -0.330000, 0.135000, -0.024000, -0.057000, -0.408000, -0.022000, -0.094000, -0.223000
101, 00_1_05, -0.344000, 0.285000, -0.078000, 0.039000, -0.330000, -0.022000, -0.109000, -0.095000
102, 00_1_06, -0.354000, 0.173000, -0.008000, -0.069000, -0.332000, -0.032000, -0.207000, -0.149000
103, 00_1_07, -0.346000, 0.274000, -0.039000, 0.077000, -0.368000, -0.133000, -0.020000, -0.264000
104, 00_1_08, -0.334000, 0.239000, -0.031000, -0.001000, -0.243000, 0.003000, -0.138000, -0.159000
105, 00_1_09, -0.345000, 0.250000, -0.052000, 0.048000, -0.291000, 0.062000, -0.060000, -0.150000
106, 00_1_10, -0.310000, 0.245000, -0.011000, -0.013000, -0.481000, 0.072000, -0.187000, -0.164000
107, 00_1_11, -0.327000, 0.320000, -0.043000, 0.018000, -0.304000, 0.068000, 0.026000, -0.218000
108, 00_1_12, -0.336000, 0.244000, -0.013000, -0.002000, -0.343000, -0.148000, -0.167000, -0.077000
109, 00_1_13, -0.328000, 0.221000, -0.006000, -0.100000, -0.258000, 0.097000, -0.014000, -0.202000
110, 00_1_14, -0.334000, 0.251000, -0.034000, -0.052000, -0.301000, -0.057000, -0.118000, -0.273000
111, 00_1_15, -0.312000, 0.165000, -0.028000, -0.081000, -0.251000, -0.001000, -0.037000, -0.206000
112, 00_1_16, -0.340000, 0.253000, -0.046000, 0.042000, -0.354000, 0.102000, -0.163000, -0.099000
113, 00_1_17, -0.339000, 0.220000, -0.038000, -0.012000, -0.257000, 0.097000, -0.017000, -0.065000
114, 00_1_18, -0.405000, 0.379000, -0.049000, 0.077000, -0.402000, 0.100000, -0.174000, -0.147000
115, 00_1_19, -0.327000, 0.189000, -0.054000, 0.043000, -0.239000, 0.060000, -0.072000, -0.105000
116, 00_1_20, -0.358000, 0.275000, -0.040000, 0.024000, -0.272000, -0.078000, -0.136000, -0.214000
117, 00_1_21, -0.339000, 0.192000, -0.044000, -0.114000, -0.254000, 0.143000, -0.025000, -0.064000
118, 00_1_22, -0.354000, 0.271000, -0.068000, 0.051000, -0.446000, 0.019000, -0.036000, -0.218000
